"SiteID_WQX","SiteName_WQX","Parameter","SiteID"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Cadmium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Chromium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Cobalt","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Copper","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Iron","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Lead","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Manganese","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Nickel","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Silver","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Thallium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Vanadium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Zinc","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Antimony","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Arsenic","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Boron","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Selenium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Ammonia-nitrogen","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Kjeldahl nitrogen","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Orthophosphate","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Phosphate-phosphorus","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Organic carbon","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Alkalinity, total","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Dissolved oxygen (DO)","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Hardness, Ca, Mg","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","pH","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Temperature, water","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Total dissolved solids","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Total suspended solids","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Turbidity","UWLGB02"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Calcium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Magnesium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Potassium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Sodium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Bromide","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Chloride","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Fluoride","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Silicon","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Sulfate","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Aluminum","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Barium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Beryllium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Cadmium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Chromium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Cobalt","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Copper","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Iron","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Lead","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Manganese","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Nickel","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Silver","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Thallium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Vanadium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Zinc","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Antimony","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Arsenic","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Boron","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Selenium","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Ammonia-nitrogen","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Kjeldahl nitrogen","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Orthophosphate","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Phosphate-phosphorus","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Organic carbon","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Alkalinity, total","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Dissolved oxygen (DO)","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Hardness, Ca, Mg","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","pH","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Temperature, water","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Total dissolved solids","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Total suspended solids","UWPMB01"
"ARDEQH2O_WQX-UWPMB01","Plum Bayou 1 mi. W. of Hwy. 15 near Tucker, AR","Turbidity","UWPMB01"
"ARDEQH2O_WQX-ARK0147H","Fourche Creek at Hindman Park","Diesel range organics","ARK0147H"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Calcium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Magnesium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Potassium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Sodium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Bromide","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Chloride","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Fluoride","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Silicon","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Sulfate","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Aluminum","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Barium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Beryllium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Cadmium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Chromium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Cobalt","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Copper","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Iron","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Lead","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Manganese","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Nickel","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Silver","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Thallium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Vanadium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Zinc","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Antimony","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Arsenic","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Boron","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Selenium","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Ammonia-nitrogen","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Kjeldahl nitrogen","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Orthophosphate","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Phosphate-phosphorus","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Organic carbon","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Alkalinity, total","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Dissolved oxygen (DO)","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Hardness, Ca, Mg","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","pH","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Temperature, water","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Total dissolved solids","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Total suspended solids","UWLGB01"
"ARDEQH2O_WQX-UWLGB01","Lagrue Bayou at Hwy. 33 at Lagrue","Turbidity","UWLGB01"
"ARDEQH2O_WQX-WHI0171","Myatt Creek near Cherokee Village","Silicon","WHI0171"
"ARDEQH2O_WQX-WHI0171","Myatt Creek near Cherokee Village","Silver","WHI0171"
"ARDEQH2O_WQX-WHI0171","Myatt Creek near Cherokee Village","Thallium","WHI0171"
"ARDEQH2O_WQX-WHI0171","Myatt Creek near Cherokee Village","Antimony","WHI0171"
"ARDEQH2O_WQX-ARK0160B","Hogskin Creek at Hayes Chappel Road","Specific conductance","ARK0160B"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Calcium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Magnesium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Potassium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Sodium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Bromide","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Chloride","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Fluoride","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Silicon","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Sulfate","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Aluminum","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Barium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Beryllium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Cadmium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Chromium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Cobalt","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Copper","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Iron","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Lead","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Manganese","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Nickel","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Silver","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Thallium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Vanadium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Zinc","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Antimony","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Arsenic","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Boron","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Selenium","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Ammonia-nitrogen","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Kjeldahl nitrogen","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Orthophosphate","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Phosphate-phosphorus","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Organic carbon","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Alkalinity, total","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Dissolved oxygen (DO)","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Hardness, Ca, Mg","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","pH","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Temperature, water","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Total dissolved solids","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Total suspended solids","UWBMO01"
"ARDEQH2O_WQX-UWBMO01","Bayou Meto at county road S.E. of Seaton Dump","Turbidity","UWBMO01"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Calcium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Magnesium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Potassium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Sodium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Bromide","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Chloride","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Fluoride","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Silicon","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Sulfate","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Aluminum","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Barium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Beryllium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Cadmium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Chromium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Cobalt","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Copper","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Iron","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Lead","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Manganese","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Nickel","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Silver","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Thallium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Vanadium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Zinc","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Antimony","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Arsenic","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Boron","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Selenium","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Ammonia-nitrogen","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Kjeldahl nitrogen","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Orthophosphate","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Phosphate-phosphorus","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Organic carbon","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Alkalinity, total","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Dissolved oxygen (DO)","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Hardness, Ca, Mg","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","pH","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Temperature, water","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Total dissolved solids","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Total suspended solids","UWBMO02"
"ARDEQH2O_WQX-UWBMO02","Bayou Meto at Hwy. 79  2 mi S.W. of Stuttgart, AR","Turbidity","UWBMO02"
"ARDEQH2O_WQX-UWBYB01","Bayou Bartholomew at Hwy 82 near Thebes, AR","Escherichia coli","UWBYB01"
"ARDEQH2O_WQX-ARK0160C","Hogskin Creek at U.S. Hwy. 64","Specific conductance","ARK0160C"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Calcium","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Magnesium","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Potassium","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Sodium","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Bromide","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Chloride","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Fluoride","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Silicon","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Sulfate","UWBGC02"
"ARDEQH2O_WQX-UWBGC02","Big Creek at Hwy. 49 near Poplar Grove, AR","Aluminum","UWBGC02"
