"SiteID_WQX","SiteName_WQX","Parameter","SiteID"
"ARDEQH2O_WQX-OUA0103B","CoveCreek downstream of Chamberlain Creek confluence","Temperature, water","OUA0103B"
"ARDEQH2O_WQX-OUA0103B","CoveCreek downstream of Chamberlain Creek confluence","Total dissolved solids","OUA0103B"
"ARDEQH2O_WQX-OUA0103B","CoveCreek downstream of Chamberlain Creek confluence","Total suspended solids","OUA0103B"
"ARDEQH2O_WQX-OUA0103B","CoveCreek downstream of Chamberlain Creek confluence","Turbidity","OUA0103B"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Calcium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Magnesium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Potassium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Sodium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Bromide","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Chloride","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Fluoride","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Silicon","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Sulfate","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Aluminum","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Barium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Beryllium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Cadmium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Chromium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Cobalt","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Copper","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Iron","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Lead","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Manganese","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Nickel","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Silver","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Thallium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Vanadium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Zinc","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Antimony","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Arsenic","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Boron","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Selenium","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Ammonia-nitrogen","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Kjeldahl nitrogen","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Orthophosphate","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Phosphate-phosphorus","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Organic carbon","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Alkalinity, total","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Dissolved oxygen (DO)","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Hardness, Ca, Mg","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","pH","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Temperature, water","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Total dissolved solids","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Total suspended solids","WHI0194"
"ARDEQH2O_WQX-WHI0194","Archey Fork Little Red River at Van Buren County Road 79","Turbidity","WHI0194"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Calcium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Magnesium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Potassium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Sodium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Bromide","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Chloride","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Fluoride","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Silicon","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Sulfate","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Aluminum","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Barium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Beryllium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Cadmium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Chromium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Cobalt","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Copper","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Iron","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Lead","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Manganese","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Nickel","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Silver","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Thallium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Vanadium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Zinc","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Antimony","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Arsenic","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Boron","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Selenium","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Escherichia coli","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Ammonia-nitrogen","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Kjeldahl nitrogen","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Orthophosphate","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Phosphate-phosphorus","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Organic carbon","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Alkalinity, total","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Dissolved oxygen (DO)","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Hardness, Ca, Mg","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","pH","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Temperature, water","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Total dissolved solids","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Total suspended solids","RED0065"
"ARDEQH2O_WQX-RED0065","Bayou Dorcheat near Magnolia on Hwy 371","Turbidity","RED0065"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Calcium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Magnesium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Potassium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Sodium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Bromide","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Chloride","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Fluoride","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Silicon","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Sulfate","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Aluminum","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Barium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Beryllium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Cadmium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Chromium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Cobalt","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Copper","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Iron","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Lead","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Manganese","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Nickel","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Silver","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Thallium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Vanadium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Zinc","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Antimony","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Arsenic","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Boron","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Selenium","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Ammonia-nitrogen","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Kjeldahl nitrogen","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Orthophosphate","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Phosphate-phosphorus","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Organic carbon","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Alkalinity, total","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Dissolved oxygen (DO)","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Hardness, Ca, Mg","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","pH","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Temperature, water","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Total dissolved solids","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Total suspended solids","WHI0037"
"ARDEQH2O_WQX-WHI0037","Big Creek on SR318 near Watkins Corner","Turbidity","WHI0037"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Calcium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Magnesium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Potassium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Sodium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Bromide","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Chloride","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Fluoride","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Silicon","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Sulfate","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Aluminum","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Barium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Beryllium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Cadmium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Chromium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Cobalt","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Copper","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Iron","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Lead","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Manganese","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Nickel","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Silver","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Thallium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Vanadium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Zinc","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Antimony","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Arsenic","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Boron","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Selenium","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Ammonia-nitrogen","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Kjeldahl nitrogen","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Orthophosphate","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Phosphate-phosphorus","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Organic carbon","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Alkalinity, total","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Dissolved oxygen (DO)","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Hardness, Ca, Mg","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","pH","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Temperature, water","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Total dissolved solids","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Total suspended solids","UWWSB01"
"ARDEQH2O_WQX-UWWSB01","Wabbaseka Bayou at Hwy. 79 at Wabbaseka, AR","Turbidity","UWWSB01"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Calcium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Magnesium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Potassium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Sodium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Bromide","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Chloride","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Fluoride","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Silicon","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Sulfate","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Aluminum","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Barium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Beryllium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Cadmium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Chromium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Cobalt","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Copper","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Iron","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Lead","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Manganese","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Nickel","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Silver","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Thallium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Vanadium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Zinc","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Antimony","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Arsenic","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Boron","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Selenium","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Ammonia-nitrogen","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Kjeldahl nitrogen","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Orthophosphate","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Phosphate-phosphorus","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Organic carbon","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Alkalinity, total","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Dissolved oxygen (DO)","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Hardness, Ca, Mg","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","pH","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Temperature, water","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Total dissolved solids","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Total suspended solids","UWBGC03"
"ARDEQH2O_WQX-UWBGC03","Big Creek at Hwy. 79  3 mi. W. of Moro, AR","Turbidity","UWBGC03"
"ARDEQH2O_WQX-WHI0167","Greenbrier Creek near Batesville","Silicon","WHI0167"
"ARDEQH2O_WQX-WHI0167","Greenbrier Creek near Batesville","Silver","WHI0167"
"ARDEQH2O_WQX-WHI0167","Greenbrier Creek near Batesville","Thallium","WHI0167"
"ARDEQH2O_WQX-WHI0167","Greenbrier Creek near Batesville","Antimony","WHI0167"
"ARDEQH2O_WQX-RED0027","Bodcau Creek near Lewisville, Arkansas","Specific conductance","RED0027"
"ARDEQH2O_WQX-ARK0147C","Fourche Creek at Benny Craig Park - Audubon 3","Diesel range organics","ARK0147C"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Calcium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Magnesium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Potassium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Sodium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Bromide","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Chloride","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Fluoride","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Silicon","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Sulfate","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Aluminum","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Barium","UWLGB02"
"ARDEQH2O_WQX-UWLGB02","Lagrue Bayou at Hwy. 17 at Lagrue Springs","Beryllium","UWLGB02"
